nroEj;ClaseImagen;ClaseInferida;Tiempo;Confianza;Correcto;;Metricas
2648 ;  5 ;  5 ; N/A ; 0.99;SI;;
2649 ; 22 ; 22 ; N/A ; 1.00;SI;;
2650 ; 17 ; 17 ; N/A ; 1.00;SI;;
2651 ; 28 ;  3 ; N/A ; 0.61;NO;;
2652 ; 19 ; 19 ; N/A ; 1.00;SI;;
2653 ; 18 ; 18 ; N/A ; 0.91;SI;;
2654 ; 16 ; 16 ; N/A ; 1.00;SI;;
2655 ; 15 ; 15 ; N/A ; 0.99;SI;;
2656 ; 26 ; 26 ; N/A ; 1.00;SI;;
2657 ;  8 ;  8 ; N/A ; 1.00;SI;;
2658 ;  1 ;  1 ; N/A ; 0.52;SI;;
2659 ;  9 ;  9 ; N/A ; 1.00;SI;;
2660 ; 35 ; 14 ; N/A ; 0.49;NO;;
2661 ; 31 ; 31 ; N/A ; 0.99;SI;;
2662 ; 22 ; 22 ; N/A ; 1.00;SI;;
2663 ; 35 ; 35 ; N/A ; 0.81;SI;;
2664 ;  1 ;  1 ; N/A ; 0.37;SI;;
2665 ; 33 ; 33 ; N/A ; 1.00;SI;;
2666 ; 12 ; 12 ; N/A ; 0.84;SI;;
2667 ; 18 ; 18 ; N/A ; 0.66;SI;;
2668 ;  2 ;  2 ; N/A ; 0.78;SI;;
2669 ; 23 ; 31 ; N/A ; 0.84;NO;;
2670 ; 13 ; 13 ; N/A ; 0.99;SI;;
2671 ; 34 ; 34 ; N/A ; 0.44;SI;;
2672 ; 32 ; 32 ; N/A ; 1.00;SI;;
2673 ; 15 ; 15 ; N/A ; 0.89;SI;;
2674 ;  9 ;  9 ; N/A ; 0.74;SI;;
2675 ;  7 ;  7 ; N/A ; 0.99;SI;;
2676 ; 31 ; 31 ; N/A ; 1.00;SI;;
2677 ; 25 ; 15 ; N/A ; 0.82;NO;;
2678 ;  1 ; 18 ; N/A ; 0.81;NO;;
2679 ; 25 ; 25 ; N/A ; 1.00;SI;;
2680 ; 24 ; 24 ; N/A ; 0.93;SI;;
2681 ; 17 ; 17 ; N/A ; 0.91;SI;;
2682 ; 24 ; 24 ; N/A ; 0.87;SI;;
2683 ;  1 ;  1 ; N/A ; 0.54;SI;;
2684 ;  6 ;  6 ; N/A ; 1.00;SI;;
2685 ; 14 ; 14 ; N/A ; 1.00;SI;;
2686 ; 28 ; 28 ; N/A ; 1.00;SI;;
2687 ;  1 ;  1 ; N/A ; 0.56;SI;;
2688 ;  9 ;  9 ; N/A ; 1.00;SI;;
2689 ; 12 ; 12 ; N/A ; 1.00;SI;;
2690 ; 15 ; 15 ; N/A ; 1.00;SI;;
2691 ; 29 ; 29 ; N/A ; 1.00;SI;;
2692 ; 11 ; 11 ; N/A ; 0.99;SI;;
2693 ; 22 ; 22 ; N/A ; 1.00;SI;;
2694 ; 13 ; 13 ; N/A ; 0.79;SI;;
2695 ;  7 ;  7 ; N/A ; 0.98;SI;;
2696 ; 12 ; 12 ; N/A ; 0.94;SI;;
2697 ; 19 ; 19 ; N/A ; 1.00;SI;;
2698 ; 33 ; 33 ; N/A ; 1.00;SI;;
2699 ; 35 ; 35 ; N/A ; 0.91;SI;;
2700 ; 30 ; 30 ; N/A ; 0.82;SI;;
2701 ;  0 ;  0 ; N/A ; 0.84;SI;;
2702 ; 23 ; 23 ; N/A ; 0.81;SI;;
2703 ; 26 ; 26 ; N/A ; 0.77;SI;;
2704 ;  9 ;  9 ; N/A ; 0.97;SI;;
2705 ;  9 ;  9 ; N/A ; 1.00;SI;;
2706 ; 10 ; 10 ; N/A ; 1.00;SI;;
2707 ; 27 ; 27 ; N/A ; 0.68;SI;;
2708 ;  2 ;  2 ; N/A ; 1.00;SI;;
2709 ; 12 ; 12 ; N/A ; 1.00;SI;;
2710 ; 13 ;  0 ; N/A ; 0.45;NO;;
2711 ; 26 ; 26 ; N/A ; 1.00;SI;;
2712 ;  3 ;  3 ; N/A ; 0.97;SI;;
2713 ; 17 ; 17 ; N/A ; 1.00;SI;;
2714 ; 12 ; 12 ; N/A ; 1.00;SI;;
2715 ; 33 ; 33 ; N/A ; 1.00;SI;;
2716 ; 22 ; 22 ; N/A ; 1.00;SI;;
2717 ;  9 ;  9 ; N/A ; 1.00;SI;;
2718 ;  6 ;  6 ; N/A ; 0.69;SI;;
2719 ; 35 ;  8 ; N/A ; 0.98;NO;;
2720 ;  5 ;  5 ; N/A ; 0.93;SI;;
2721 ;  6 ;  6 ; N/A ; 1.00;SI;;
2722 ; 11 ; 11 ; N/A ; 1.00;SI;;
2723 ;  3 ;  3 ; N/A ; 1.00;SI;;
2724 ; 19 ; 19 ; N/A ; 1.00;SI;;
2725 ; 12 ; 12 ; N/A ; 0.67;SI;;
2726 ;  4 ;  4 ; N/A ; 0.99;SI;;
2727 ; 23 ; 23 ; N/A ; 0.68;SI;;
2728 ; 19 ; 19 ; N/A ; 0.92;SI;;
2729 ; 16 ; 16 ; N/A ; 1.00;SI;;
2730 ; 18 ;  1 ; N/A ; 0.55;NO;;
2731 ;  2 ;  2 ; N/A ; 0.98;SI;;
2732 ; 18 ; 18 ; N/A ; 0.81;SI;;
2733 ; 33 ; 33 ; N/A ; 1.00;SI;;
2734 ; 28 ; 28 ; N/A ; 0.95;SI;;
2735 ; 24 ; 24 ; N/A ; 0.52;SI;;
2736 ; 23 ; 23 ; N/A ; 0.99;SI;;
2737 ; 33 ; 33 ; N/A ; 1.00;SI;;
2738 ; 34 ;  4 ; N/A ; 0.84;NO;;
2739 ;  0 ; 24 ; N/A ; 0.75;NO;;
2740 ;  5 ;  5 ; N/A ; 0.81;SI;;
2741 ;  3 ;  3 ; N/A ; 1.00;SI;;
2742 ; 29 ; 29 ; N/A ; 0.99;SI;;
2743 ; 26 ; 26 ; N/A ; 1.00;SI;;
2744 ; 25 ; 25 ; N/A ; 1.00;SI;;
2745 ; 28 ; 28 ; N/A ; 0.97;SI;;
2746 ;  2 ;  2 ; N/A ; 1.00;SI;;
2747 ;  7 ;  7 ; N/A ; 1.00;SI;;
2748 ; 14 ; 14 ; N/A ; 1.00;SI;;
2749 ; 25 ; 25 ; N/A ; 1.00;SI;;
2750 ; 32 ; 32 ; N/A ; 0.99;SI;;
2751 ;  4 ;  4 ; N/A ; 1.00;SI;;
2752 ; 18 ;  1 ; N/A ; 0.55;NO;;
2753 ; 13 ; 13 ; N/A ; 0.74;SI;;
2754 ; 21 ; 18 ; N/A ; 0.54;NO;;
2755 ; 33 ; 33 ; N/A ; 1.00;SI;;
2756 ; 24 ;  0 ; N/A ; 0.46;NO;;
2757 ; 13 ; 13 ; N/A ; 0.97;SI;;
2758 ;  0 ; 24 ; N/A ; 0.83;NO;;
2759 ; 13 ; 13 ; N/A ; 1.00;SI;;
2760 ; 16 ;  6 ; N/A ; 0.69;NO;;
2761 ; 17 ; 17 ; N/A ; 1.00;SI;;
2762 ; 11 ; 11 ; N/A ; 0.99;SI;;
2763 ;  4 ;  4 ; N/A ; 1.00;SI;;
2764 ; 35 ;  2 ; N/A ; 0.65;NO;;
2765 ; 30 ;  4 ; N/A ; 0.43;NO;;
2766 ; 10 ; 10 ; N/A ; 1.00;SI;;
2767 ; 11 ; 11 ; N/A ; 0.89;SI;;
2768 ;  8 ;  8 ; N/A ; 0.99;SI;;
2769 ; 22 ; 22 ; N/A ; 1.00;SI;;
2770 ;  2 ; 35 ; N/A ; 0.72;NO;;
2771 ;  8 ;  8 ; N/A ; 0.96;SI;;
2772 ;  2 ;  2 ; N/A ; 1.00;SI;;
2773 ; 27 ; 27 ; N/A ; 1.00;SI;;
2774 ; 10 ; 10 ; N/A ; 1.00;SI;;
2775 ; 19 ; 31 ; N/A ; 0.50;NO;;
2776 ; 34 ; 34 ; N/A ; 0.89;SI;;
2777 ; 19 ; 19 ; N/A ; 0.98;SI;;
2778 ; 29 ; 29 ; N/A ; 0.99;SI;;
2779 ; 23 ; 23 ; N/A ; 0.99;SI;;
2780 ; 25 ; 25 ; N/A ; 0.99;SI;;
2781 ; 11 ; 11 ; N/A ; 0.58;SI;;
2782 ; 32 ; 32 ; N/A ; 1.00;SI;;
2783 ; 27 ; 27 ; N/A ; 0.56;SI;;
2784 ; 12 ; 12 ; N/A ; 0.80;SI;;
2785 ; 22 ; 22 ; N/A ; 1.00;SI;;
2786 ; 35 ; 35 ; N/A ; 0.99;SI;;
2787 ; 28 ; 28 ; N/A ; 0.95;SI;;
2788 ; 33 ; 33 ; N/A ; 1.00;SI;;
2789 ;  1 ;  1 ; N/A ; 0.58;SI;;
2790 ; 13 ; 13 ; N/A ; 1.00;SI;;
2791 ; 32 ; 32 ; N/A ; 1.00;SI;;
2792 ; 15 ; 15 ; N/A ; 1.00;SI;;
2793 ; 33 ; 33 ; N/A ; 1.00;SI;;
2794 ; 31 ; 31 ; N/A ; 1.00;SI;;
2795 ;  3 ;  3 ; N/A ; 1.00;SI;;
2796 ; 20 ; 20 ; N/A ; 0.89;SI;;
2797 ;  5 ; 28 ; N/A ; 0.68;NO;;
2798 ; 10 ; 10 ; N/A ; 0.91;SI;;
2799 ; 12 ; 12 ; N/A ; 1.00;SI;;
2800 ; 25 ; 25 ; N/A ; 0.99;SI;;
2801 ;  5 ;  5 ; N/A ; 0.95;SI;;
2802 ; 14 ; 14 ; N/A ; 0.93;SI;;
2803 ; 16 ; 16 ; N/A ; 1.00;SI;;
2804 ;  9 ;  9 ; N/A ; 1.00;SI;;
2805 ; 14 ; 14 ; N/A ; 0.92;SI;;
2806 ; 13 ; 13 ; N/A ; 0.97;SI;;
2807 ; 14 ; 14 ; N/A ; 0.95;SI;;
2808 ; 23 ; 23 ; N/A ; 1.00;SI;;
2809 ; 26 ; 26 ; N/A ; 1.00;SI;;
2810 ;  1 ;  1 ; N/A ; 0.66;SI;;
2811 ;  8 ;  8 ; N/A ; 0.94;SI;;
2812 ; 22 ; 22 ; N/A ; 1.00;SI;;
2813 ; 22 ; 22 ; N/A ; 0.99;SI;;
2814 ;  9 ;  9 ; N/A ; 1.00;SI;;
2815 ; 26 ; 26 ; N/A ; 1.00;SI;;
2816 ; 28 ; 28 ; N/A ; 1.00;SI;;
2817 ; 28 ; 28 ; N/A ; 0.93;SI;;
2818 ; 25 ; 25 ; N/A ; 1.00;SI;;
2819 ; 34 ; 34 ; N/A ; 0.98;SI;;
2820 ; 24 ; 24 ; N/A ; 0.68;SI;;
2821 ; 33 ; 33 ; N/A ; 1.00;SI;;
2822 ; 35 ; 35 ; N/A ; 0.99;SI;;
2823 ; 10 ; 10 ; N/A ; 1.00;SI;;
2824 ;  2 ;  2 ; N/A ; 0.88;SI;;
2825 ; 11 ; 11 ; N/A ; 0.69;SI;;
2826 ; 33 ; 33 ; N/A ; 1.00;SI;;
2827 ;  1 ;  1 ; N/A ; 0.47;SI;;
2828 ; 28 ; 28 ; N/A ; 0.91;SI;;
2829 ; 26 ; 26 ; N/A ; 0.92;SI;;
2830 ; 10 ; 10 ; N/A ; 0.98;SI;;
2831 ; 34 ; 34 ; N/A ; 0.99;SI;;
2832 ; 13 ; 13 ; N/A ; 0.98;SI;;
2833 ; 30 ; 30 ; N/A ; 0.97;SI;;
2834 ; 18 ; 18 ; N/A ; 0.77;SI;;
2835 ;  8 ;  8 ; N/A ; 0.71;SI;;
2836 ; 10 ; 10 ; N/A ; 0.91;SI;;
2837 ; 20 ; 20 ; N/A ; 0.99;SI;;
2838 ; 18 ; 18 ; N/A ; 0.87;SI;;
2839 ; 11 ; 11 ; N/A ; 0.90;SI;;
2840 ; 11 ; 11 ; N/A ; 1.00;SI;;
2841 ; 24 ; 24 ; N/A ; 0.52;SI;;
2842 ; 34 ; 34 ; N/A ; 0.99;SI;;
2843 ; 21 ;  1 ; N/A ; 0.73;NO;;
2844 ; 17 ; 17 ; N/A ; 1.00;SI;;
2845 ;  7 ;  7 ; N/A ; 1.00;SI;;
2846 ;  6 ;  6 ; N/A ; 1.00;SI;;
2847 ; 27 ; 27 ; N/A ; 1.00;SI;;
2848 ; 34 ; 34 ; N/A ; 0.97;SI;;
2849 ;  2 ;  2 ; N/A ; 0.52;SI;;
2850 ; 26 ; 13 ; N/A ; 0.77;NO;;
2851 ; 12 ; 12 ; N/A ; 0.95;SI;;
2852 ; 33 ; 33 ; N/A ; 1.00;SI;;
2853 ; 28 ; 28 ; N/A ; 0.85;SI;;
2854 ; 22 ; 22 ; N/A ; 1.00;SI;;
2855 ; 30 ; 30 ; N/A ; 0.95;SI;;
2856 ; 19 ; 19 ; N/A ; 0.98;SI;;
2857 ; 24 ;  0 ; N/A ; 0.51;NO;;
2858 ; 33 ; 33 ; N/A ; 1.00;SI;;
2859 ;  6 ;  6 ; N/A ; 1.00;SI;;
2860 ; 12 ; 21 ; N/A ; 0.94;NO;;
2861 ;  0 ; 24 ; N/A ; 0.44;NO;;
2862 ;  1 ;  1 ; N/A ; 0.57;SI;;
2863 ; 12 ; 12 ; N/A ; 0.96;SI;;
2864 ;  3 ;  3 ; N/A ; 1.00;SI;;
2865 ; 30 ; 30 ; N/A ; 0.96;SI;;
2866 ; 25 ; 25 ; N/A ; 1.00;SI;;
2867 ; 35 ; 35 ; N/A ; 0.36;SI;;
2868 ;  2 ;  2 ; N/A ; 0.98;SI;;
2869 ;  2 ;  2 ; N/A ; 1.00;SI;;
2870 ; 28 ; 28 ; N/A ; 0.99;SI;;
2871 ;  5 ;  5 ; N/A ; 0.72;SI;;
2872 ; 35 ; 35 ; N/A ; 0.74;SI;;
2873 ;  3 ;  3 ; N/A ; 0.99;SI;;
2874 ;  9 ;  9 ; N/A ; 0.94;SI;;
2875 ;  0 ;  0 ; N/A ; 0.74;SI;;
2876 ; 25 ; 25 ; N/A ; 0.99;SI;;
2877 ; 17 ; 17 ; N/A ; 0.98;SI;;
2878 ;  0 ;  0 ; N/A ; 0.84;SI;;
2879 ; 18 ; 18 ; N/A ; 0.44;SI;;
2880 ; 13 ; 13 ; N/A ; 1.00;SI;;
2881 ; 10 ; 10 ; N/A ; 1.00;SI;;
2882 ; 21 ;  1 ; N/A ; 0.57;NO;;
2883 ; 19 ; 19 ; N/A ; 0.98;SI;;
2884 ;  2 ;  4 ; N/A ; 0.30;NO;;
2885 ; 14 ; 14 ; N/A ; 1.00;SI;;
2886 ; 35 ; 35 ; N/A ; 0.58;SI;;
2887 ;  4 ;  4 ; N/A ; 0.97;SI;;
2888 ; 12 ; 12 ; N/A ; 0.90;SI;;
2889 ; 17 ; 17 ; N/A ; 0.78;SI;;
2890 ;  5 ;  5 ; N/A ; 0.78;SI;;
2891 ; 30 ; 30 ; N/A ; 1.00;SI;;
2892 ; 22 ; 22 ; N/A ; 0.88;SI;;
2893 ; 27 ; 27 ; N/A ; 0.98;SI;;
2894 ; 34 ; 34 ; N/A ; 1.00;SI;;
2895 ; 21 ;  1 ; N/A ; 0.51;NO;;
2896 ; 33 ; 33 ; N/A ; 0.98;SI;;
2897 ; 17 ; 17 ; N/A ; 1.00;SI;;
2898 ;  7 ;  7 ; N/A ; 1.00;SI;;
2899 ; 14 ; 14 ; N/A ; 1.00;SI;;
2900 ;  5 ;  5 ; N/A ; 0.88;SI;;
2901 ;  0 ;  0 ; N/A ; 0.57;SI;;
2902 ; 25 ; 25 ; N/A ; 0.99;SI;;
2903 ;  4 ;  4 ; N/A ; 0.82;SI;;
2904 ; 32 ; 32 ; N/A ; 0.97;SI;;
2905 ; 10 ; 10 ; N/A ; 0.94;SI;;
2906 ; 20 ; 20 ; N/A ; 0.99;SI;;
2907 ; 10 ; 10 ; N/A ; 0.95;SI;;
2908 ; 29 ; 29 ; N/A ; 1.00;SI;;
2909 ;  4 ;  4 ; N/A ; 0.99;SI;;
2910 ; 34 ; 34 ; N/A ; 0.94;SI;;
2911 ; 14 ; 14 ; N/A ; 1.00;SI;;
2912 ;  5 ;  5 ; N/A ; 0.96;SI;;
2913 ;  5 ;  5 ; N/A ; 0.58;SI;;
2914 ;  1 ;  1 ; N/A ; 0.63;SI;;
2915 ; 12 ; 12 ; N/A ; 0.87;SI;;
2916 ; 29 ; 29 ; N/A ; 1.00;SI;;
2917 ; 35 ; 35 ; N/A ; 1.00;SI;;
2918 ;  9 ;  9 ; N/A ; 0.97;SI;;
2919 ; 34 ; 34 ; N/A ; 1.00;SI;;
2920 ; 26 ; 25 ; N/A ; 0.82;NO;;
2921 ; 33 ; 33 ; N/A ; 0.73;SI;;
2922 ; 27 ; 27 ; N/A ; 1.00;SI;;
2923 ;  3 ;  3 ; N/A ; 1.00;SI;;
2924 ; 33 ; 33 ; N/A ; 1.00;SI;;
2925 ; 25 ; 25 ; N/A ; 0.41;SI;;
2926 ;  9 ;  9 ; N/A ; 0.99;SI;;
2927 ; 30 ; 30 ; N/A ; 0.88;SI;;
2928 ; 34 ; 34 ; N/A ; 1.00;SI;;
2929 ; 19 ; 19 ; N/A ; 0.99;SI;;
2930 ; 16 ; 16 ; N/A ; 1.00;SI;;
2931 ; 35 ;  2 ; N/A ; 0.52;NO;;
2932 ; 32 ; 32 ; N/A ; 1.00;SI;;
2933 ;  0 ; 24 ; N/A ; 0.58;NO;;
2934 ;  0 ; 24 ; N/A ; 0.76;NO;;
2935 ; 30 ; 30 ; N/A ; 0.62;SI;;
2936 ; 23 ; 23 ; N/A ; 0.95;SI;;
2937 ; 34 ; 34 ; N/A ; 0.62;SI;;
2938 ;  9 ;  9 ; N/A ; 0.29;SI;;
2939 ;  7 ;  7 ; N/A ; 0.74;SI;;
2940 ; 17 ; 17 ; N/A ; 0.55;SI;;
2941 ; 20 ; 20 ; N/A ; 1.00;SI;;
2942 ;  5 ;  5 ; N/A ; 0.99;SI;;
2943 ; 10 ; 10 ; N/A ; 1.00;SI;;
2944 ; 26 ; 26 ; N/A ; 1.00;SI;;
2945 ;  2 ;  2 ; N/A ; 0.96;SI;;
2946 ; 31 ; 31 ; N/A ; 0.99;SI;;
2947 ; 15 ; 15 ; N/A ; 1.00;SI;;
2948 ; 34 ; 34 ; N/A ; 0.50;SI;;
2949 ; 12 ; 12 ; N/A ; 1.00;SI;;
2950 ; 19 ; 19 ; N/A ; 0.91;SI;;
2951 ; 27 ; 27 ; N/A ; 0.98;SI;;
2952 ; 21 ; 29 ; N/A ; 0.39;NO;;
2953 ; 23 ; 23 ; N/A ; 0.99;SI;;
2954 ; 19 ; 19 ; N/A ; 1.00;SI;;
2955 ; 21 ; 18 ; N/A ; 0.60;NO;;
2956 ;  9 ;  9 ; N/A ; 1.00;SI;;
2957 ; 30 ; 30 ; N/A ; 1.00;SI;;
2958 ; 17 ; 17 ; N/A ; 0.99;SI;;
2959 ; 19 ; 19 ; N/A ; 1.00;SI;;
2960 ; 17 ; 17 ; N/A ; 0.97;SI;;
2961 ; 27 ; 27 ; N/A ; 0.98;SI;;
2962 ; 24 ; 24 ; N/A ; 0.91;SI;;
2963 ;  7 ;  7 ; N/A ; 0.99;SI;;
2964 ; 31 ; 31 ; N/A ; 0.99;SI;;
2965 ; 21 ;  1 ; N/A ; 0.60;NO;;
2966 ;  6 ;  6 ; N/A ; 1.00;SI;;
2967 ; 12 ; 21 ; N/A ; 0.47;NO;;
2968 ; 12 ; 12 ; N/A ; 1.00;SI;;
2969 ; 34 ;  4 ; N/A ; 0.88;NO;;
2970 ;  6 ;  6 ; N/A ; 1.00;SI;;
2971 ;  7 ;  7 ; N/A ; 0.98;SI;;
2972 ; 22 ; 22 ; N/A ; 0.58;SI;;
2973 ;  9 ;  7 ; N/A ; 0.49;NO;;
2974 ; 13 ; 13 ; N/A ; 1.00;SI;;
2975 ; 10 ; 10 ; N/A ; 0.78;SI;;
2976 ; 12 ; 12 ; N/A ; 1.00;SI;;
2977 ;  1 ;  1 ; N/A ; 0.39;SI;;
2978 ; 25 ; 13 ; N/A ; 1.00;NO;;
2979 ; 26 ; 26 ; N/A ; 0.95;SI;;
2980 ; 24 ; 30 ; N/A ; 0.98;NO;;
2981 ; 13 ; 13 ; N/A ; 1.00;SI;;
2982 ; 34 ; 34 ; N/A ; 0.76;SI;;
2983 ; 12 ; 12 ; N/A ; 1.00;SI;;
2984 ; 27 ; 27 ; N/A ; 0.99;SI;;
2985 ;  8 ;  8 ; N/A ; 0.95;SI;;
2986 ; 31 ; 31 ; N/A ; 1.00;SI;;
2987 ; 27 ; 27 ; N/A ; 0.74;SI;;
2988 ; 10 ; 10 ; N/A ; 0.99;SI;;
2989 ;  4 ;  4 ; N/A ; 1.00;SI;;
2990 ; 10 ; 10 ; N/A ; 0.99;SI;;
2991 ; 33 ;  8 ; N/A ; 0.39;NO;;
2992 ; 32 ; 32 ; N/A ; 1.00;SI;;
2993 ; 23 ; 23 ; N/A ; 1.00;SI;;
2994 ; 13 ; 30 ; N/A ; 0.73;NO;;
2995 ; 15 ; 15 ; N/A ; 0.92;SI;;
2996 ; 35 ; 35 ; N/A ; 1.00;SI;;
2997 ; 23 ; 23 ; N/A ; 0.91;SI;;
2998 ; 17 ; 17 ; N/A ; 0.99;SI;;
2999 ; 30 ; 30 ; N/A ; 0.98;SI;;
3000 ;  9 ;  9 ; N/A ; 1.00;SI;;
3001 ; 27 ; 27 ; N/A ; 1.00;SI;;
3002 ; 22 ; 22 ; N/A ; 1.00;SI;;
3003 ;  6 ;  6 ; N/A ; 0.99;SI;;
3004 ;  9 ;  9 ; N/A ; 1.00;SI;;
3005 ; 18 ;  1 ; N/A ; 0.60;NO;;
3006 ;  7 ;  7 ; N/A ; 1.00;SI;;
3007 ; 17 ; 17 ; N/A ; 1.00;SI;;
3008 ; 19 ; 18 ; N/A ; 0.82;NO;;
3009 ;  7 ;  7 ; N/A ; 0.98;SI;;
3010 ; 10 ; 10 ; N/A ; 0.99;SI;;
3011 ;  4 ;  4 ; N/A ; 0.99;SI;;
3012 ; 32 ; 32 ; N/A ; 1.00;SI;;
3013 ; 35 ; 35 ; N/A ; 0.94;SI;;
3014 ; 13 ; 13 ; N/A ; 1.00;SI;;
3015 ;  0 ; 13 ; N/A ; 0.71;NO;;
3016 ; 24 ; 24 ; N/A ; 0.73;SI;;
3017 ; 34 ;  4 ; N/A ; 0.57;NO;;
3018 ; 24 ; 24 ; N/A ; 0.53;SI;;
3019 ; 23 ; 23 ; N/A ; 0.99;SI;;
3020 ;  8 ;  8 ; N/A ; 1.00;SI;;
3021 ; 20 ; 20 ; N/A ; 0.98;SI;;
3022 ; 17 ; 17 ; N/A ; 1.00;SI;;
3023 ; 29 ; 29 ; N/A ; 1.00;SI;;
3024 ; 27 ; 27 ; N/A ; 0.99;SI;;
3025 ; 15 ; 15 ; N/A ; 1.00;SI;;
3026 ; 32 ; 32 ; N/A ; 0.98;SI;;
3027 ; 15 ; 15 ; N/A ; 1.00;SI;;
3028 ; 28 ; 28 ; N/A ; 0.98;SI;;
3029 ; 25 ; 25 ; N/A ; 1.00;SI;;
3030 ; 18 ; 18 ; N/A ; 0.99;SI;;
3031 ; 30 ; 30 ; N/A ; 1.00;SI;;
3032 ;  0 ; 24 ; N/A ; 0.63;NO;;
3033 ; 22 ; 22 ; N/A ; 1.00;SI;;
3034 ; 20 ; 20 ; N/A ; 1.00;SI;;
3035 ;  8 ;  8 ; N/A ; 0.99;SI;;
3036 ; 29 ; 29 ; N/A ; 0.99;SI;;
3037 ;  7 ;  7 ; N/A ; 1.00;SI;;
3038 ; 14 ; 14 ; N/A ; 0.99;SI;;
3039 ; 30 ; 30 ; N/A ; 0.91;SI;;
3040 ;  8 ;  8 ; N/A ; 1.00;SI;;
3041 ; 24 ;  0 ; N/A ; 0.63;NO;;
3042 ; 33 ; 33 ; N/A ; 1.00;SI;;
3043 ; 27 ; 27 ; N/A ; 0.99;SI;;
3044 ; 31 ; 31 ; N/A ; 1.00;SI;;
3045 ; 32 ; 32 ; N/A ; 1.00;SI;;
3046 ; 12 ; 12 ; N/A ; 0.89;SI;;
3047 ; 33 ; 33 ; N/A ; 1.00;SI;;
3048 ;  0 ;  0 ; N/A ; 0.46;SI;;
3049 ;  5 ; 28 ; N/A ; 0.75;NO;;
3050 ; 29 ; 29 ; N/A ; 1.00;SI;;
3051 ;  0 ; 16 ; N/A ; 0.50;NO;;
3052 ; 35 ; 35 ; N/A ; 0.88;SI;;
3053 ; 19 ; 19 ; N/A ; 1.00;SI;;
3054 ;  1 ;  1 ; N/A ; 0.58;SI;;
3055 ;  8 ;  8 ; N/A ; 1.00;SI;;
3056 ;  1 ;  1 ; N/A ; 0.79;SI;;
3057 ; 21 ; 21 ; N/A ; 0.80;SI;;
3058 ; 32 ; 32 ; N/A ; 1.00;SI;;
3059 ; 35 ; 35 ; N/A ; 0.99;SI;;
3060 ;  1 ;  1 ; N/A ; 0.76;SI;;
3061 ; 16 ; 16 ; N/A ; 1.00;SI;;
3062 ; 11 ; 11 ; N/A ; 0.94;SI;;
3063 ; 22 ; 22 ; N/A ; 0.97;SI;;
3064 ; 15 ; 15 ; N/A ; 1.00;SI;;
3065 ; 30 ; 30 ; N/A ; 0.95;SI;;
3066 ; 19 ; 19 ; N/A ; 1.00;SI;;
3067 ; 16 ; 16 ; N/A ; 1.00;SI;;
3068 ; 13 ; 13 ; N/A ; 1.00;SI;;
3069 ; 33 ; 33 ; N/A ; 1.00;SI;;
3070 ; 35 ; 35 ; N/A ; 0.99;SI;;
3071 ; 10 ; 10 ; N/A ; 1.00;SI;;
3072 ;  7 ;  7 ; N/A ; 1.00;SI;;
3073 ; 14 ; 14 ; N/A ; 1.00;SI;;
3074 ; 24 ;  0 ; N/A ; 0.54;NO;;
3075 ;  5 ; 28 ; N/A ; 0.52;NO;;
3076 ; 31 ; 31 ; N/A ; 0.99;SI;;
3077 ; 25 ; 25 ; N/A ; 0.94;SI;;
3078 ; 10 ; 10 ; N/A ; 1.00;SI;;
3079 ; 35 ; 35 ; N/A ; 0.64;SI;;
3080 ; 11 ; 16 ; N/A ; 0.30;NO;;
3081 ; 23 ; 23 ; N/A ; 0.97;SI;;
3082 ; 25 ; 25 ; N/A ; 1.00;SI;;
3083 ; 34 ; 34 ; N/A ; 0.97;SI;;
3084 ; 33 ; 33 ; N/A ; 1.00;SI;;
3085 ; 35 ; 35 ; N/A ; 0.98;SI;;
3086 ;  6 ;  6 ; N/A ; 1.00;SI;;
3087 ; 25 ; 25 ; N/A ; 1.00;SI;;
3088 ; 20 ; 20 ; N/A ; 0.61;SI;;
3089 ;  0 ;  0 ; N/A ; 0.61;SI;;
3090 ; 17 ; 17 ; N/A ; 1.00;SI;;
3091 ; 23 ; 23 ; N/A ; 0.99;SI;;
3092 ; 24 ; 24 ; N/A ; 0.73;SI;;
3093 ; 11 ; 11 ; N/A ; 1.00;SI;;
3094 ; 31 ; 31 ; N/A ; 1.00;SI;;
3095 ;  7 ;  7 ; N/A ; 0.88;SI;;
3096 ; 33 ; 33 ; N/A ; 1.00;SI;;
3097 ;  0 ;  0 ; N/A ; 0.56;SI;;
3098 ; 31 ; 31 ; N/A ; 0.83;SI;;
3099 ; 12 ; 12 ; N/A ; 1.00;SI;;
3100 ;  1 ;  1 ; N/A ; 0.49;SI;;
3101 ; 22 ; 22 ; N/A ; 1.00;SI;;
3102 ; 16 ; 30 ; N/A ; 0.37;NO;;
3103 ; 21 ;  1 ; N/A ; 0.62;NO;;
3104 ; 34 ; 34 ; N/A ; 0.82;SI;;
3105 ; 21 ; 18 ; N/A ; 0.55;NO;;
3106 ;  5 ;  5 ; N/A ; 0.97;SI;;
3107 ; 12 ; 12 ; N/A ; 1.00;SI;;
3108 ; 24 ;  0 ; N/A ; 0.49;NO;;
3109 ; 31 ; 31 ; N/A ; 0.99;SI;;
3110 ;  7 ;  7 ; N/A ; 1.00;SI;;
3111 ; 28 ; 28 ; N/A ; 0.94;SI;;
3112 ; 21 ;  1 ; N/A ; 0.54;NO;;
